skill_uri,skill_label,russian,skill_category
http://data.europa.eu/esco/skill/3c2e6f38-42c1-46ec-b782-5854b2db330d,blockchain openness,банковская деятельность,knowledge
http://data.europa.eu/esco/skill/3c42d13b-d6e4-4ed9-bdc4-991251461dc4,engineering control theory,биометрия,knowledge
http://data.europa.eu/esco/skill/3c4c3fa1-d638-42df-8e98-2a38021da6f9,use software for data preservation,наблюдение за аномальным поведением рыб,skill/competence
http://data.europa.eu/esco/skill/3c6fe585-7d12-4315-b579-e30c042088ce,use computer-aided engineering systems,внедрять управление рисками в закупках,skill/competence
http://data.europa.eu/esco/skill/3c76296d-4bbd-44ba-8eaa-95bf275f79b7,manage ICT project,использовать системы автоматизированного проектирования,skill/competence
http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,JavaScript,оценивать проблемы телекоммуникационной инфраструктуры,knowledge
http://data.europa.eu/esco/skill/3ce1fe19-7f9e-4070-941d-651673a5693b,decision support systems,JavaScript,knowledge
http://data.europa.eu/esco/skill/3cee858e-79e8-4a4b-b99f-93c7f735d58b,DB2,история шоколада,knowledge
http://data.europa.eu/esco/skill/3cfa46e9-b7da-44ac-b09e-9596dffe0425,optimise choice of ICT solution,поддерживать основные части,skill/competence
http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e,Microsoft Access,выбирать яблоки,knowledge
http://data.europa.eu/esco/skill/3d3db1e7-b041-495e-8a93-deeacded8a2f,test for emotional patterns,экономика развития,skill/competence
http://data.europa.eu/esco/skill/3d3ee5c3-4286-457f-9f76-1704011f7e11,comply with legal regulations,контролировать погрузку грузов,skill/competence
http://data.europa.eu/esco/skill/3e23db60-0c3d-498a-a6ac-ffbed0ecb033,ICT accessibility standards,хранить вино,knowledge
http://data.europa.eu/esco/skill/3e2ab38a-4519-4bef-b762-a8bf4836a775,perform dimensionality reduction,стандарты доступности ИКТ,skill/competence
http://data.europa.eu/esco/skill/3e40c7d0-0e36-4b33-bc33-0aa87eda0561,electrical engineering,изучать музыкальные партитуры,knowledge
http://data.europa.eu/esco/skill/3e46974a-0f75-48d7-97c0-ff316f4862f6,engage composers,разделять кирпичи,skill/competence
http://data.europa.eu/esco/skill/3e7516dc-0f7c-4686-8b2f-fade4e5d21be,3D texturing,консультировать по вопросам разработки политики,knowledge
http://data.europa.eu/esco/skill/3e9b580d-811b-48df-a5d1-a7bdd26f901f,prepare financial auditing reports,разрабатывать учебные материалы по арт-терапии,skill/competence
http://data.europa.eu/esco/skill/3ec2e4d6-7000-4905-bf1a-c5b1679416de,data warehouse,перекачка нефти,knowledge
http://data.europa.eu/esco/skill/3edd4853-a8d2-4791-a5f0-af3a92f18245,electromagnetism,применять соответствующие тактические навыки для достижения максимальных результатов в спорте,knowledge
http://data.europa.eu/esco/skill/3f4dab51-572b-4e2c-85ef-3b4c3f7094e1,XQuery,предотвращение разрывов при деревообработке,knowledge
http://data.europa.eu/esco/skill/3fb8b724-1d52-4d11-b8b8-1776f558d1f0,design ICT hardware placement,изучать цены на деревянные изделия,skill/competence
http://data.europa.eu/esco/skill/3ff589b7-68df-4ea5-ae41-b395bdb2378f,ICT security standards,рейки,knowledge
http://data.europa.eu/esco/skill/401eb8d8-6daa-4f8b-90ad-60afc71eb4f8,Perl,предоставление отзывов о работе,knowledge
http://data.europa.eu/esco/skill/4039158b-2e58-484a-8771-ad215e065c12,communicate during show,обслуживание оборудования для хиропрактики,skill/competence
http://data.europa.eu/esco/skill/409b165c-ddae-4366-aeac-fa95c79e57a9,adapt artistic plan to location,отслеживание тенденций в автомобильной промышленности,skill/competence
http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db,demonstrate disciplinary expertise,электрические велосипеды,skill/competence
http://data.europa.eu/esco/skill/41437077-2522-49bf-bcb2-083a23d52958,inform on workplace safety standards,обеспечивать безопасность дверей,skill/competence
http://data.europa.eu/esco/skill/415abd43-e8e5-4643-b5da-5f11307af57a,use different communication channels,следовать стилю газеты,skill/competence
http://data.europa.eu/esco/skill/418a56a2-7cfc-4b6d-8cf5-5c2add99a849,provide ICT system training,использовать оборудование для видеонаблюдения трубопроводов,skill/competence
http://data.europa.eu/esco/skill/41be77d3-d683-4221-a0e4-fff732212402,monitor quality of broadcasts,устанавливать мансардные окна,skill/competence
http://data.europa.eu/esco/skill/41bf7ede-fc84-4a57-8c89-b548d11b0ba1,manage business knowledge,детали металлополировальной машины,skill/competence
http://data.europa.eu/esco/skill/41ec47dd-08b3-464a-9c45-c706f3e74467,industrial software,свойства текстильных материалов,knowledge
http://data.europa.eu/esco/skill/41f2f9bf-1440-49f7-bbb1-2c3c3ea93f76,analyse blockchain use cases,принятие решений по заявкам на получение кредита,skill/competence
http://data.europa.eu/esco/skill/4216e465-7baa-4884-a241-54b197bb9278,perform data mining,обмен передовым опытом между дочерними компаниями,skill/competence
http://data.europa.eu/esco/skill/426ceaba-6867-481c-bb6b-aee3933da7d2,ICT safety,писать по-португальски,
http://data.europa.eu/esco/skill/42c3287f-5e50-4559-a2d1-2000c70e0aab,Pentaho Data Integration,контролировать насосные операции при добыче нефти,knowledge
http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb,emergent technologies,подготовка кредитных отчетов,knowledge
http://data.europa.eu/esco/skill/42ed3bfb-1a01-4c8b-9758-fc6438865734,Smalltalk (computer programming),правила международных перевозок,knowledge
http://data.europa.eu/esco/skill/42f977aa-a6eb-4994-b368-d5f26c0fd1fa,familiarise with personal directing styles,завершать бетонные секции,skill/competence
http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0,identify technological needs,предоставлять услуги устного перевода,skill/competence
http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2,mathematics,"следить за действиями, вытекающими из инспекций железнодорожных объектов",knowledge
http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,PHP,сглаживать края стекла,knowledge
http://data.europa.eu/esco/skill/438ff259-d086-4004-acda-1ec3e1631bc6,software anomalies,продвижение молодежной работы в местном сообществе,knowledge
http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576,database,мониторинг поведения аквакультуры при кормлении,knowledge
http://data.europa.eu/esco/skill/43b13058-68d0-40c6-8031-caf5a7b7d20c,keep task records,натягивание бумаги на форму,skill/competence
http://data.europa.eu/esco/skill/43dfbe7f-9e10-4871-b171-e5076737b4cf,digital marketing techniques,обеспечение законности азартных игр,knowledge
http://data.europa.eu/esco/skill/43ec6db6-33f7-449b-a566-5779a7e8997a,OpenEdge Database,надзор за медицинским персоналом,knowledge
http://data.europa.eu/esco/skill/43f0bfbb-8cda-4e31-8dcc-9ea479aae08c,update design results during rehearsals,сушка табачных листьев,skill/competence
http://data.europa.eu/esco/skill/440d5784-52a5-4729-8b04-29f978bd896d,respond to incidents in cloud,база данных OpenEdge,skill/competence
http://data.europa.eu/esco/skill/440d7494-3d79-4e1f-83ba-b346e116b471,operate video equipment,обновление результатов проектирования во время репетиций,skill/competence
http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,use databases,управлять аварийными процедурами,skill/competence
http://data.europa.eu/esco/skill/446d29ed-9eaa-4798-bb91-5f196651ad0a,create game testing software,контролировать процесс реабилитации,skill/competence
http://data.europa.eu/esco/skill/44847349-e7ff-4bdb-82b9-6a18140efcaf,recognise blockchain application areas,подавать вина,skill/competence
http://data.europa.eu/esco/skill/449d119b-2d66-43a9-9230-7d27f16afbb6,Xcode,проектировать путевые сигнальные устройства,knowledge
http://data.europa.eu/esco/skill/45530616-8275-4a9a-9bf1-3e0df737d199,purchase music,контролировать здоровье пользователей услуг,skill/competence
http://data.europa.eu/esco/skill/4570a262-b51f-46a1-a834-13ff67bee1c8,decentralised identifiers ,разрабатывать резиновую крошку,knowledge
http://data.europa.eu/esco/skill/45a16833-6666-488d-aadf-e02e569275e8,use technology for forensics,установка автомобильных аксессуаров,skill/competence
http://data.europa.eu/esco/skill/45f1ae17-c20d-40fc-9307-7d33b6ca9213,image recognition,контролировать особых посетителей,knowledge
http://data.europa.eu/esco/skill/465e7c78-cd26-4503-a5ca-40009e807705,assess users' interaction with ICT applications,консультировать по вопросам производства изделий из древесины,skill/competence
http://data.europa.eu/esco/skill/46e93774-7c6a-4dc5-bae9-be97cc461093,inter-organisational middleware system ,ферментативная обработка,knowledge
http://data.europa.eu/esco/skill/46ec0033-3c71-415e-bcff-b065675ba2dc,integrate ICT data,определять критерии качества производства,skill/competence
http://data.europa.eu/esco/skill/4754d9fe-dc3a-4f8f-8ea6-5dbcea3a21ca,develop computer vision system,продавать игровые услуги в казино,skill/competence
http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284,communicate with stakeholders,косметические стоматологические процедуры,skill/competence
http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,analyse big data,реализовывать стратегии хеджирования для клиентов,skill/competence
http://data.europa.eu/esco/skill/47b9bbcf-356c-4782-83a4-7f5a1b2b51a3,Assembly (computer programming),надзор за людьми,knowledge
http://data.europa.eu/esco/skill/47ca0da1-cae5-4395-ae6b-fd97b9ff48d3,system backup best practice,поддерживать плиточные полы,knowledge
http://data.europa.eu/esco/skill/47d491a9-f7c0-4b13-a10f-983d3aa0113e,safety engineering,соблюдать стандартные размеры порций,knowledge
http://data.europa.eu/esco/skill/4840338b-ac6c-486a-be1d-9ddfe00b8bdf,Spiral development,проверка древесины,knowledge
http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,analyse pipeline database information,технология производства нетканых материалов,skill/competence
http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2,software components libraries,обработка порученных инструкций,knowledge
http://data.europa.eu/esco/skill/485cdafb-3c7f-4104-ab1c-773e6131a39a,conduct scholarly research,проверка влажности,skill/competence
http://data.europa.eu/esco/skill/48b68726-0fd6-4e03-a5eb-82236516ee7a,provide cost benefit analysis reports,обслуживание машины для холодной экструзии,skill/competence
http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,надзор за аудиологической командой,knowledge
http://data.europa.eu/esco/skill/4913d0c0-133a-4c46-aac3-f5d4989a982e,product usage risks analysis,производство электропроводки,knowledge
http://data.europa.eu/esco/skill/4918ec9a-0204-4935-8b09-b0112370daa8,establish an Information Security Management System,отбирать образцы во время вскрытия,skill/competence
http://data.europa.eu/esco/skill/493b20c2-c435-449a-896e-0af057c41fef,film production process,проактивно думать о обеспечении продаж,knowledge
http://data.europa.eu/esco/skill/4959697d-3a24-4f46-af0c-b752318e6c54,ObjectStore,фитотерапия,knowledge
http://data.europa.eu/esco/skill/495ce586-09d7-4cec-83d7-2821be6590c4,smart contract programming languages,процесс производства молока,knowledge
http://data.europa.eu/esco/skill/49f85a99-086c-45b6-a6fa-eb90305af7b1,Chef (tools for software configuration management),Шеф-повар (инструменты для управления конфигурацией программного обеспечения),knowledge
http://data.europa.eu/esco/skill/4a193795-fa63-414e-9f2e-bfdb3924571e,handle data samples,обработка образцов данных,skill/competence
http://data.europa.eu/esco/skill/4a466c62-db7d-4905-9a41-f23214810acb,GIMP (graphics editor software),GIMP (программное обеспечение для редактирования графики),knowledge
http://data.europa.eu/esco/skill/4b51e76e-9e8a-455f-a289-5b48246345c4,hardware components,компоненты оборудования,knowledge
http://data.europa.eu/esco/skill/4b973dcf-3ffc-4c70-b84a-8360e63db7cd,attend rehearsals,посещать репетиции,skill/competence
http://data.europa.eu/esco/skill/4bd3cd7d-b061-4cc2-ba8d-3262065ebbf0,prepare sound equipment on stage,подготавливать звуковое оборудование на сцене,skill/competence
http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a,C#,C#,knowledge
http://data.europa.eu/esco/skill/4c216189-4116-4e49-9557-8360378ea717,provide training on technological business developments,проведение обучения по технологическим разработкам в бизнесе,skill/competence
http://data.europa.eu/esco/skill/4c831013-9027-4ec6-83de-c5c19e68d083,work safely with machines,безопасно работать с машинами,skill/competence
http://data.europa.eu/esco/skill/4cb51222-3e2e-417c-9a5c-e9ccf262721d,ensure compliance with company regulations,обеспечивать соблюдение правил компании,skill/competence
http://data.europa.eu/esco/skill/4cd85845-f31c-4306-994d-e12d45114d83,teach in academic or vocational contexts,преподавать в академической или профессиональной среде,skill/competence
http://data.europa.eu/esco/skill/4ce09e3d-ca6b-424a-a328-7f551db75e59,update budget,обновлять бюджет,skill/competence
http://data.europa.eu/esco/skill/4d30ad07-9e39-4899-81dd-02b280f162f9,apply systemic design thinking,применять системное дизайнерское мышление,skill/competence
http://data.europa.eu/esco/skill/4d39b27a-b34f-4c89-8d46-df844d42f728,increase the impact of science on policy and society ,увеличивать влияние науки на политику и общество,skill/competence
http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956,manage ICT data architecture,управлять архитектурой данных ИКТ,skill/competence
http://data.europa.eu/esco/skill/4d86a331-4efc-4c2f-bd94-0ebeda54d013,rewrite musical scores,переписывать музыкальные партитуры,skill/competence
http://data.europa.eu/esco/skill/4da171e5-779c-4983-a76f-91c16751e99f,MySQL,MySQL,knowledge
http://data.europa.eu/esco/skill/4da4587a-fd0b-4ca2-886c-c42a1562d432,design cloud networks,проектировать облачные сети,skill/competence
http://data.europa.eu/esco/skill/4ddf5204-95f5-4be2-ad35-571e2f493ae5,apply business acumen,применять деловую хватку,skill/competence
http://data.europa.eu/esco/skill/4e039fe9-e7d3-4d9b-82e5-381269a38ceb,set up cameras,устанавливать камеры,skill/competence
http://data.europa.eu/esco/skill/4e5687e3-3d3a-4f5e-b76a-93da0124d453,operational tactics for emergency responses,оперативные тактики реагирования на чрезвычайные ситуации,knowledge
http://data.europa.eu/esco/skill/4e6d2538-a48e-48a7-8dad-14b067cfcb8b,TripleStore,TripleStore,knowledge
http://data.europa.eu/esco/skill/4ef13dee-380d-4b76-9034-c4995045303f,evaluate blockchain architectures,оценка архитектуры блокчейна,skill/competence
http://data.europa.eu/esco/skill/4f060129-8b75-4d58-a8dd-515bd8fef349,develop financial statistics reports,разработка отчетов по финансовой статистике,skill/competence
http://data.europa.eu/esco/skill/4f1afd9d-77a7-40f8-a3c7-fe18b984ce43,telecommunication trunking,телекоммуникационные магистрали,knowledge
http://data.europa.eu/esco/skill/4f5c1208-62fd-4e5a-a51e-306c06947e11,manage findable accessible interoperable and reusable data,"управлять доступными, совместимыми и повторно используемыми данными",skill/competence
http://data.europa.eu/esco/skill/4f5ccaad-0e4f-4e9f-8246-47765564387d,upgrade firmware,обновлять прошивку,skill/competence
http://data.europa.eu/esco/skill/4fa830eb-965f-467c-9dc2-46f1fdc30875,manage sound quality,управлять качеством звука,skill/competence
http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc,perform scientific research,проводить научные исследования,skill/competence
http://data.europa.eu/esco/skill/4fc1d2b4-9645-4fda-be99-abdf8e66c88d,research new ideas,исследовать новые идеи,skill/competence
http://data.europa.eu/esco/skill/501537a7-9d63-491d-ae02-09f04767ff1e,attack vectors,векторы атаки,knowledge
http://data.europa.eu/esco/skill/50597e96-9b6a-4736-ac79-dd80f36c0269,Metasploit,Metasploit,knowledge
http://data.europa.eu/esco/skill/505e4ef3-7ce4-437d-b7b4-5c608f71c258,build recommender systems,создавать системы рекомендаций,skill/competence
http://data.europa.eu/esco/skill/5063a99f-975b-4a7c-85e3-69ecb375b4d3,internet governance,управление интернетом,knowledge
http://data.europa.eu/esco/skill/509909a2-4a8f-4ead-8ad0-968df63b77cc,social media marketing techniques,методы маркетинга в социальных сетях,knowledge
http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8,perform data cleansing,очистка данных,skill/competence
http://data.europa.eu/esco/skill/51586df8-1c46-4b47-8583-773cb63bf00b,R,R,knowledge
http://data.europa.eu/esco/skill/51754b8a-3e2c-4cc1-86e6-cf510d9c6fe4,use personal protection equipment,использовать средства индивидуальной защиты,skill/competence
http://data.europa.eu/esco/skill/518dc04d-092d-4fa1-bd82-88b7a9278ef7,manage intellectual property rights,управлять правами интеллектуальной собственности,skill/competence
http://data.europa.eu/esco/skill/51927003-a757-4552-804f-c045e21fdaf2,set up audiovisual peripheral equipment,устанавливать аудиовизуальное периферийное оборудование,skill/competence
http://data.europa.eu/esco/skill/5233e3f4-904a-4f68-9327-707f11d93374,design digital call to action,разработка цифрового призыва к действию,skill/competence
http://data.europa.eu/esco/skill/524106a8-b343-45f6-b4ce-58e8d3cf1093,work in an aviation team,работать в авиационной команде,skill/competence
http://data.europa.eu/esco/skill/5248e811-9b52-4b38-942e-6315c2a8c9f4,unload equipment,разгружать оборудование,skill/competence
http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,Groovy,Groovy,knowledge
http://data.europa.eu/esco/skill/52eb7ab6-269f-4f44-a21d-b0c705eaf857,musical genres,музыкальные жанры,knowledge
http://data.europa.eu/esco/skill/53456d90-8c0d-4bd2-9f1b-312619b6e2a6,hardware testing methods,методы тестирования оборудования,knowledge
http://data.europa.eu/esco/skill/53780150-1581-4ae6-b435-34068c172caf,Vyper,Vyper,knowledge
http://data.europa.eu/esco/skill/541561bc-510c-4a99-881c-2d8bf5a85462,use technical drawing software,использование программного обеспечения для технического черчения,skill/competence
http://data.europa.eu/esco/skill/545c80e8-7ab2-42fe-af64-242211e94709,analyse network configuration and performance,анализ конфигурации и производительности сети,skill/competence
http://data.europa.eu/esco/skill/54924a2c-daca-40d3-9716-4b38ceb04f38,algorithms,алгоритмы,knowledge
http://data.europa.eu/esco/skill/54ad8d82-17ae-4544-898c-19005ff928d3,conduct costume research,проводить исследования костюмов,skill/competence
http://data.europa.eu/esco/skill/54c9c155-9293-4329-8ed2-2e76e8b519d4,define data quality criteria,определение критериев качества данных,skill/competence
http://data.europa.eu/esco/skill/54d774a3-de3b-4425-b0d7-c03bc99a0937,set up cybersecurity training programmes,организация программ обучения кибербезопасности,skill/competence
http://data.europa.eu/esco/skill/553ad092-b799-44c9-a94c-65a84fdc7526,identify processes for re-engineering,определять процессы для реинжиниринга,skill/competence
http://data.europa.eu/esco/skill/553e1d2d-abf1-4b37-8ac4-c5c78a8edbc0,proxy servers,прокси-серверы,knowledge
http://data.europa.eu/esco/skill/557d1221-0235-4a48-ada5-8fca73443627,electronics principles,принципы электроники,knowledge
http://data.europa.eu/esco/skill/557e9247-1a2d-4497-aa7f-0cded7768da1,Aircrack (penetration testing tool),Aircrack (инструмент для тестирования на проникновение),knowledge
http://data.europa.eu/esco/skill/5592ab32-4e7a-4cda-8e64-ca36d5de8a10,adapt to changing situations,адаптация к меняющимся ситуациям,skill/competence
http://data.europa.eu/esco/skill/55c16653-343c-4d02-a9de-7d8e864a4592,Codenvy,Codenvy,knowledge
http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e,analyse business processes,анализ бизнес-процессов,skill/competence
http://data.europa.eu/esco/skill/5608d5a0-6d5e-43b7-be37-616501729bb4,artificial neural networks,искусственные нейронные сети,knowledge
http://data.europa.eu/esco/skill/561c2525-5bd8-4d86-8f45-820f4be7db93,report test findings,отчет о результатах испытаний,skill/competence
http://data.europa.eu/esco/skill/56a10e3e-c9e7-4d39-b6f1-6013398fcb3a,use content management system software,использование программного обеспечения для управления контентом,skill/competence
http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50,ASP.NET,ASP.NET,knowledge
http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,manage quantitative data,управление количественными данными,skill/competence
http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143,digital communication and collaboration,цифровая коммуникация и сотрудничество,
http://data.europa.eu/esco/skill/57d4d1f4-28b2-4a38-b7a9-a80626e99afc,pack electronic equipment,упаковывать электронное оборудование,skill/competence
http://data.europa.eu/esco/skill/58783f72-5098-4807-b1d1-954ec2ae94c4,Backbox (penetration testing tool),Backbox (инструмент для тестирования на проникновение),knowledge
http://data.europa.eu/esco/skill/5898d99a-62a4-4e10-a2e3-0d815ce44248,cyber attack counter-measures,меры противодействия кибератакам,knowledge
http://data.europa.eu/esco/skill/58d7a289-dafd-4363-833f-d1dc4140885e,APL,APL,knowledge
http://data.europa.eu/esco/skill/591dd514-735b-46e4-a28d-3a4c42f49b72,adapt to artists' creative demands,адаптироваться к творческим требованиям артистов,skill/competence
http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,SQL,SQL,knowledge
http://data.europa.eu/esco/skill/59ea80e1-463a-4dba-82c6-d0b6d577d532,technical drawings,технические чертежи,knowledge
http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04,answer incoming calls,ответы на входящие звонки,skill/competence
http://data.europa.eu/esco/skill/5acf6408-e084-4202-9442-ffcf0119811c,security threats,угрозы безопасности,knowledge
http://data.europa.eu/esco/skill/5ae6743f-8241-49f8-b447-0df43756cb1c,coordinate audio system programmes,координировать программы аудиосистемы,skill/competence
http://data.europa.eu/esco/skill/5b26f08b-88bc-45f0-b901-530d7786466b,scientific computing,научные вычисления,knowledge
http://data.europa.eu/esco/skill/5b4ea415-3a3a-4d90-91d2-2d18ad196f4b,program sound cues,программировать звуковые сигналы,skill/competence
http://data.europa.eu/esco/skill/5b8a3dd2-de10-48a0-8ce5-522f1fff8450,perform contract compliance audits,проводить аудит соблюдения контрактов,skill/competence
http://data.europa.eu/esco/skill/5b9cde20-f1b9-4adc-bfb3-dbf70b14138d,use object-oriented programming,использовать объектно-ориентированное программирование,skill/competence
http://data.europa.eu/esco/skill/5bdb8e03-04ab-4869-a48f-3b013b5a2c3c,organise compositions,организовывать композиции,skill/competence
http://data.europa.eu/esco/skill/5be3d306-6cf1-4b49-aa1d-01651dd4ba4c,object-oriented modelling,объектно-ориентированное моделирование,knowledge
http://data.europa.eu/esco/skill/5c48050b-c4ca-467e-a4d3-9547bf362a17,synchronise with mouth movements,синхронизировать с движениями рта,skill/competence
http://data.europa.eu/esco/skill/5c66ce3a-658d-43b1-9d8d-0f39be6c0f2e,WebCMS,WebCMS,knowledge
http://data.europa.eu/esco/skill/5cd76739-b8c7-45d1-a950-082dee2d6778,perform soundchecks,выполнять проверку звука,skill/competence
http://data.europa.eu/esco/skill/5ce5236e-93e2-4899-8971-fff526f85a01,blockchain applications,приложения блокчейна,knowledge
http://data.europa.eu/esco/skill/5cede168-97f8-47a4-89fd-8f7188c55c5d,verify feasibility,проверять осуществимость,skill/competence
http://data.europa.eu/esco/skill/5d34adde-0b78-42b4-9d3d-69e9388d8398,oversee quality control,контролировать качество,skill/competence
http://data.europa.eu/esco/skill/5d74614d-32c8-4ca4-9818-6980e52424b1,plan software testing,планировать тестирование программного обеспечения,skill/competence
http://data.europa.eu/esco/skill/5d76ed44-f022-4a1f-a6bd-5f0686a2ae3c,select camera apertures,выбирать диафрагмы камеры,skill/competence
http://data.europa.eu/esco/skill/5d9e766b-8f17-4e17-bfab-3bb0e0719791,define quality standards,определять стандарты качества,skill/competence
http://data.europa.eu/esco/skill/5da73370-f6b9-417d-a94c-09bf01f84aa2,use access control software,использовать программное обеспечение для контроля доступа,skill/competence
http://data.europa.eu/esco/skill/5da8018b-ae85-4cde-ad93-0394369018f3,SPARQL,SPARQL,knowledge
http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333,use scripting programming,использование скриптового программирования,skill/competence
http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6,apply for research funding,подача заявки на финансирование исследований,skill/competence
http://data.europa.eu/esco/skill/5f08605b-aa03-45ed-bc49-395477783a38,prevent fire in a performance environment,предотвращение пожара в условиях выступления,skill/competence
http://data.europa.eu/esco/skill/5fd5c985-eaaa-47aa-8314-62359c54505a,develop digital content,разрабатывать цифровой контент,skill/competence
http://data.europa.eu/esco/skill/6014921e-1d25-4039-adc2-04852d61880e,ICT debugging tools,инструменты отладки ИКТ,knowledge
http://data.europa.eu/esco/skill/605399ce-4736-4b41-b41e-92ecf2139454,Solidity,Solidity,knowledge
http://data.europa.eu/esco/skill/60d48be0-4260-4b2e-85b9-aedff7a9b7d9,ICT capacity planning strategies,стратегии планирования мощностей ИКТ,knowledge
http://data.europa.eu/esco/skill/60d97332-5284-47f9-a5ff-5e73c10806a0,de-rig electronic equipment,демонтаж электронного оборудования,skill/competence
http://data.europa.eu/esco/skill/611ed16b-99bf-4840-9cab-f55d1d286e0a,store digital data and systems,хранить цифровые данные и системы,skill/competence
http://data.europa.eu/esco/skill/6195c5f7-a4fb-425d-a3dd-c4467c4471a3,deploy cloud resource,развертывать облачные ресурсы,skill/competence
http://data.europa.eu/esco/skill/61970f8b-099c-4e7e-82e0-9ccdced0baf3,assist customers,помогать клиентов,skill/competence
http://data.europa.eu/esco/skill/61c567d0-e01c-4f5c-9420-5926298f5099,select recording source,выбирать источник записи,skill/competence
http://data.europa.eu/esco/skill/625b57ee-29d4-425b-bf99-9fd54dd021fe,Kali Linux,Kali Linux,knowledge
http://data.europa.eu/esco/skill/628664ec-a63b-4486-8d65-02aba81c82a0,ICT sales methodologies,методы продаж ИКТ,knowledge
http://data.europa.eu/esco/skill/629685b8-5f9e-4522-8cff-b3e2c4ec625a,digital data processing,цифровая обработка данных,
http://data.europa.eu/esco/skill/6339a2d3-0c34-4156-b202-5929764fb720,musical notation,нотная запись,knowledge
http://data.europa.eu/esco/skill/6360a934-cc87-4954-9656-b32db20592e3,quantitative analysis,количественный анализ,knowledge
http://data.europa.eu/esco/skill/637ca2e2-0624-48b1-be6e-9ff4580344ac,proofread text,корректура текста,skill/competence
http://data.europa.eu/esco/skill/63f0aa84-5e4c-4eb6-8e8c-876d9feedf1f,Outsourcing model,Модель аутсорсинга,knowledge
http://data.europa.eu/esco/skill/6417a4cc-6f61-4459-a114-761a7fa0279d,Puppet (tools for software configuration management),Puppet (инструменты для управления конфигурацией программного обеспечения),knowledge
http://data.europa.eu/esco/skill/6430eb0d-c6de-46b7-a7fc-3dd2e8e62a69,use ICT ticketing system,использование системы продажи билетов с помощью ИКТ,skill/competence
http://data.europa.eu/esco/skill/6451e645-67b5-4cc7-aafd-fab19629fa82,archive documentation related to work,"архивировать документацию, связанную с работой",skill/competence
http://data.europa.eu/esco/skill/6474fc36-67ae-436b-9d39-c14402c6a89b,use ICT hardware,использовать аппаратное обеспечение ИКТ,skill/competence
http://data.europa.eu/esco/skill/64852ade-6ae1-4760-ba4a-976bf07ca255,manage disaster recovery plans,управлять планами восстановления после аварий,skill/competence
http://data.europa.eu/esco/skill/649872cc-4f0b-446a-9836-b60285931707,consult with sound editor,консультации со звукорежиссером,skill/competence
http://data.europa.eu/esco/skill/64db87c7-2360-4e20-88d3-d222402e477c,write database documentation,написание документации по базе данных,skill/competence
http://data.europa.eu/esco/skill/64e09849-a7db-4d6b-a932-66264420eb97,apply social media marketing,применять маркетинг в социальных сетях,skill/competence
http://data.europa.eu/esco/skill/65030093-f22d-486e-a978-ae7825829af1,work with the director of photography,работать с директором по фотографии,skill/competence
http://data.europa.eu/esco/skill/6561c8e7-3851-4878-bcf4-d2ffd63d835e,use repair manuals,использовать руководства по ремонту,skill/competence
http://data.europa.eu/esco/skill/65e58886-bd1e-4c5b-8ca5-8d9b353c8aa1,data visualisation software,программное обеспечение для визуализации данных,knowledge
http://data.europa.eu/esco/skill/66509193-f1ce-44a6-8c4e-db24dcd19cdd,prepare personal work environment,подготовка личного рабочего места,skill/competence
